route_name,http_methods,domain,has_test,test_file
ekstremno-procesuiranje-svega,GET,ekstremno-procesuiranje-svega,yes,ekstremno-procesuiranje-svega-route.test.ts
enterprise-ugovori,GET|POST,enterprise-ugovori,yes,enterprise-ugovori-route.test.ts
enterprise-zahtevi,GET,enterprise-zahtevi,yes,enterprise-zahtevi-route.test.ts
erste-banka-racuni,GET,erste-banka-racuni,yes,erste-banka-racuni-route.test.ts
evolucija,GET,evolucija,yes,evolucija-route.test.ts
evolucija-ciklus,GET,evolucija-ciklus,yes,evolucija-ciklus-route.test.ts
evolucija-dijagnostika,GET,evolucija-dijagnostika,yes,evolucija-dijagnostika-route.test.ts
evolucija-pregled,GET,evolucija-pregled,yes,evolucija-pregled-route.test.ts
evolucija-status,GET,evolucija-status,yes,evolucija-status-route.test.ts
full-diagnostika-pregled,GET,full-diagnostika-pregled,yes,full-diagnostika-pregled-route.test.ts
full-ecosystem,GET,full-ecosystem,yes,full-ecosystem-route.test.ts
gaming-platforma-dijagnostika,GET,gaming-platforma-dijagnostika,yes,gaming-platforma-dijagnostika-route.test.ts
gejming-industrija,GET,gejming-industrija,yes,gejming-industrija-route.test.ts
gejming-likovi,GET,gejming-likovi,yes,gejming-likovi-route.test.ts
generator-za-poslovne-racune,GET,generator-za-poslovne-racune,yes,generator-za-poslovne-racune-route.test.ts
github-billing-aiiq-worldbank,GET,github-billing-aiiq-worldbank,yes,github-billing-aiiq-worldbank-route.test.ts
github-billing-aiiq-worldbank-izvestaj,GET,github-billing-aiiq-worldbank-izvestaj,yes,github-billing-aiiq-worldbank-izvestaj-route.test.ts
github-billing-aiiq-worldbank-status,GET,github-billing-aiiq-worldbank-status,yes,github-billing-aiiq-worldbank-status-route.test.ts
glavni-endzin-digitalne-industrije,GET,glavni-endzin-digitalne-industrije,yes,glavni-endzin-digitalne-industrije-route.test.ts
glavni-sistem-nabavka,GET,glavni-sistem-nabavka,yes,glavni-sistem-nabavka-route.test.ts
health,GET,health,yes,health-route.test.ts
igrice,GET,igrice,yes,igrice-route.test.ts
igrice-kategorije,GET,igrice-kategorije,yes,igrice-kategorije-route.test.ts
igrice-pregled,GET,igrice-pregled,yes,igrice-pregled-route.test.ts
igrice-stats,GET,igrice-stats,yes,igrice-stats-route.test.ts
industrija,GET,industrija,yes,industrija-route.test.ts
industrija-gaming,GET,industrija-gaming,yes,industrija-gaming-route.test.ts
industrija-gaming-pristup,GET,industrija-gaming-pristup,yes,industrija-gaming-pristup-route.test.ts
industrija-pregled,GET,industrija-pregled,yes,industrija-pregled-route.test.ts
industrija-status,GET,industrija-status,yes,industrija-status-route.test.ts
infrastructure,GET,infrastructure,yes,infrastructure-route.test.ts
io-openui-ao-analitika,GET,io-openui-ao-analitika,yes,io-openui-ao-analitika-route.test.ts
io-openui-ao-gaming-platforma,GET,io-openui-ao-gaming-platforma,yes,io-openui-ao-gaming-platforma-route.test.ts
io-openui-ao-gaming-platforma-endzin,GET,io-openui-ao-gaming-platforma-endzin,yes,io-openui-ao-gaming-platforma-endzin-route.test.ts
io-openui-ao-gaming-platforma-igrice,GET,io-openui-ao-gaming-platforma-igrice,yes,io-openui-ao-gaming-platforma-igrice-route.test.ts
io-openui-ao-gaming-platforma-pregled,GET,io-openui-ao-gaming-platforma-pregled,yes,io-openui-ao-gaming-platforma-pregled-route.test.ts
io-openui-ao-gaming-platforma-status,GET,io-openui-ao-gaming-platforma-status,yes,io-openui-ao-gaming-platforma-status-route.test.ts
io-openui-ao-laboratorija,GET,io-openui-ao-laboratorija,yes,io-openui-ao-laboratorija-route.test.ts
io-openui-ao-laboratorija-alati,GET,io-openui-ao-laboratorija-alati,yes,io-openui-ao-laboratorija-alati-route.test.ts
io-openui-ao-laboratorija-pregled,GET,io-openui-ao-laboratorija-pregled,yes,io-openui-ao-laboratorija-pregled-route.test.ts
io-openui-ao-laboratorija-simulacije,GET,io-openui-ao-laboratorija-simulacije,yes,io-openui-ao-laboratorija-simulacije-route.test.ts
io-openui-ao-laboratorija-status,GET,io-openui-ao-laboratorija-status,yes,io-openui-ao-laboratorija-status-route.test.ts
io-openui-ao-pregled,GET,io-openui-ao-pregled,yes,io-openui-ao-pregled-route.test.ts
issuer-licensing,GET|POST,issuer-licensing,yes,issuer-licensing-route.test.ts
issuer-licensing/[authorityId]/status,PATCH,issuer-licensing,yes,issuer-licensing-[authorityId]-status-route.test.ts
issuer-licensing/compliance,GET,issuer-licensing,yes,issuer-licensing-compliance-route.test.ts
issuer-licensing/expirations,GET,issuer-licensing,yes,issuer-licensing-expirations-route.test.ts
issuer-licensing/issue,POST,issuer-licensing,yes,issuer-licensing-issue-route.test.ts
it-proizvodi-pregled,GET,it-proizvodi-pregled,yes,it-proizvodi-pregled-route.test.ts
it-proizvodi-status,GET,it-proizvodi-status,yes,it-proizvodi-status-route.test.ts
kastler-tv-signal-request,GET|POST,kastler-tv-signal-request,yes,kastler-tv-signal-request-route.test.ts
kastler-tv-signal-status,GET,kastler-tv-signal-status,yes,kastler-tv-signal-status-route.test.ts
kategorije-pregled,GET,kategorije-pregled,yes,kategorije-pregled-route.test.ts
kompanije,GET,kompanije,yes,kompanije-route.test.ts
kompanije-pregled,GET,kompanije-pregled,yes,kompanije-pregled-route.test.ts
kompletna-dijagnostika,GET,kompletna-dijagnostika,yes,kompletna-dijagnostika-route.test.ts
kompletna-statistika,GET,kompletna-statistika,yes,kompletna-statistika-route.test.ts
kpi-dashboard,GET,kpi-dashboard,yes,kpi-dashboard-route.test.ts
kripto-trezor,GET,kripto-trezor,yes,kripto-trezor-route.test.ts
kripto-trezor/allocation,GET,kripto-trezor,yes,kripto-trezor-allocation-route.test.ts
kripto-trezor/analytics,GET,kripto-trezor,yes,kripto-trezor-analytics-route.test.ts
kripto-trezor/attribution,GET,kripto-trezor,yes,kripto-trezor-attribution-route.test.ts
kripto-trezor/audit-log,GET,kripto-trezor,yes,kripto-trezor-audit-log-route.test.ts
kripto-trezor/benchmark,GET,kripto-trezor,yes,kripto-trezor-benchmark-route.test.ts
kripto-trezor/collateral,GET,kripto-trezor,yes,kripto-trezor-collateral-route.test.ts
kripto-trezor/compliance,GET,kripto-trezor,yes,kripto-trezor-compliance-route.test.ts
kripto-trezor/coverage,GET,kripto-trezor,yes,kripto-trezor-coverage-route.test.ts
kripto-trezor/custody,GET,kripto-trezor,yes,kripto-trezor-custody-route.test.ts
kripto-trezor/deposit,POST,kripto-trezor,yes,kripto-trezor-deposit-route.test.ts
kripto-trezor/diversification,GET,kripto-trezor,yes,kripto-trezor-diversification-route.test.ts
kripto-trezor/exposure,GET,kripto-trezor,yes,kripto-trezor-exposure-route.test.ts
kripto-trezor/forecast,GET,kripto-trezor,yes,kripto-trezor-forecast-route.test.ts
kripto-trezor/governance,GET,kripto-trezor,yes,kripto-trezor-governance-route.test.ts
kripto-trezor/insurance,GET,kripto-trezor,yes,kripto-trezor-insurance-route.test.ts
kripto-trezor/liquidity,GET,kripto-trezor,yes,kripto-trezor-liquidity-route.test.ts
kripto-trezor/performance,GET,kripto-trezor,yes,kripto-trezor-performance-route.test.ts
kripto-trezor/policy,GET,kripto-trezor,yes,kripto-trezor-policy-route.test.ts
kripto-trezor/rebalance,GET,kripto-trezor,yes,kripto-trezor-rebalance-route.test.ts
kripto-trezor/recovery,GET,kripto-trezor,yes,kripto-trezor-recovery-route.test.ts
kripto-trezor/redemption,GET,kripto-trezor,yes,kripto-trezor-redemption-route.test.ts
kripto-trezor/reserve,GET,kripto-trezor,yes,kripto-trezor-reserve-route.test.ts
kripto-trezor/resilience,GET,kripto-trezor,yes,kripto-trezor-resilience-route.test.ts
kripto-trezor/risk,GET,kripto-trezor,yes,kripto-trezor-risk-route.test.ts
kripto-trezor/security-check,GET,kripto-trezor,yes,kripto-trezor-security-check-route.test.ts
kripto-trezor/solvency,GET,kripto-trezor,yes,kripto-trezor-solvency-route.test.ts
kripto-trezor/stress,GET,kripto-trezor,yes,kripto-trezor-stress-route.test.ts
kripto-trezor/tokenization,GET,kripto-trezor,yes,kripto-trezor-tokenization-route.test.ts
kripto-trezor/vault-status,GET,kripto-trezor,yes,kripto-trezor-vault-status-route.test.ts
kripto-trezor/withdraw,POST,kripto-trezor,yes,kripto-trezor-withdraw-route.test.ts
kripto-trezor/yield,GET,kripto-trezor,yes,kripto-trezor-yield-route.test.ts
kvantna-koherencija-status,GET,kvantna-koherencija-status,yes,kvantna-koherencija-status-route.test.ts
kvantna-optimizacija,GET,kvantna-optimizacija,yes,kvantna-optimizacija-route.test.ts
laucentricni-spektar,GET,laucentricni-spektar,yes,laucentricni-spektar-route.test.ts
laureatski-dekoder,GET,laureatski-dekoder,yes,laureatski-dekoder-route.test.ts
laureatski-demodulator,GET,laureatski-demodulator,yes,laureatski-demodulator-route.test.ts
laureatski-eho,GET,laureatski-eho,yes,laureatski-eho-route.test.ts
laureatski-enkoder,GET,laureatski-enkoder,yes,laureatski-enkoder-route.test.ts
laureatski-kodek,GET,laureatski-kodek,yes,laureatski-kodek-route.test.ts
laureatski-kodeks,GET,laureatski-kodeks,yes,laureatski-kodeks-route.test.ts
laureatski-koder,GET,laureatski-koder,yes,laureatski-koder-route.test.ts
laureatski-modulator,GET,laureatski-modulator,yes,laureatski-modulator-route.test.ts
laureatski-odjek,GET,laureatski-odjek,yes,laureatski-odjek-route.test.ts
laureatski-oscilator,GET,laureatski-oscilator,yes,laureatski-oscilator-route.test.ts
laureatski-puls,GET,laureatski-puls,yes,laureatski-puls-route.test.ts
laureatski-rekoder,GET,laureatski-rekoder,yes,laureatski-rekoder-route.test.ts
laureatski-rezonator,GET,laureatski-rezonator,yes,laureatski-rezonator-route.test.ts
laureatski-ritam,GET,laureatski-ritam,yes,laureatski-ritam-route.test.ts
laureatski-signal,GET,laureatski-signal,yes,laureatski-signal-route.test.ts
laureatski-takt,GET,laureatski-takt,yes,laureatski-takt-route.test.ts
laureatski-talas,GET,laureatski-talas,yes,laureatski-talas-route.test.ts
laureatski-transkoder,GET,laureatski-transkoder,yes,laureatski-transkoder-route.test.ts
licencni-budzet-srbija,GET,licencni-budzet-srbija,yes,licencni-budzet-srbija-route.test.ts
licencni-program-saradnja,GET,licencni-program-saradnja,yes,licencni-program-saradnja-route.test.ts
login,GET|POST,login,yes,login-route.test.ts
login-industrija-pristup,GET,login-industrija-pristup,yes,login-industrija-pristup-route.test.ts
masovna-analiza,GET,masovna-analiza,yes,masovna-analiza-route.test.ts
mega-antimaterija-generator,GET,mega-antimaterija-generator,yes,mega-antimaterija-generator-route.test.ts
mega-antimaterijalski-konvertor,GET,mega-antimaterijalski-konvertor,yes,mega-antimaterijalski-konvertor-route.test.ts
mega-dijagnostika,GET,mega-dijagnostika,yes,mega-dijagnostika-route.test.ts
mega-dimenzionalni-integrator,GET,mega-dimenzionalni-integrator,yes,mega-dimenzionalni-integrator-route.test.ts
mega-dimenzionalni-reflektor,GET,mega-dimenzionalni-reflektor,yes,mega-dimenzionalni-reflektor-route.test.ts
mega-distribuirani-sistem,GET,mega-distribuirani-sistem,yes,mega-distribuirani-sistem-route.test.ts
mega-evolucija-status,GET,mega-evolucija-status,yes,mega-evolucija-status-route.test.ts
mega-fotonski-kolajder,GET,mega-fotonski-kolajder,yes,mega-fotonski-kolajder-route.test.ts
mega-fotonski-modulator,GET,mega-fotonski-modulator,yes,mega-fotonski-modulator-route.test.ts
mega-fotonski-sinhronizator,GET,mega-fotonski-sinhronizator,yes,mega-fotonski-sinhronizator-route.test.ts
mega-fotonski-transformator,GET,mega-fotonski-transformator,yes,mega-fotonski-transformator-route.test.ts
mega-gravitacioni-invertor,GET,mega-gravitacioni-invertor,yes,mega-gravitacioni-invertor-route.test.ts
mega-hiperdimenzionalni-kondenzator,GET,mega-hiperdimenzionalni-kondenzator,yes,mega-hiperdimenzionalni-kondenzator-route.test.ts
mega-hronalni-stabilizator,GET,mega-hronalni-stabilizator,yes,mega-hronalni-stabilizator-route.test.ts
mega-interdimenzionalni-transformator,GET,mega-interdimenzionalni-transformator,yes,mega-interdimenzionalni-transformator-route.test.ts
mega-kosmicki-harmonizator,GET,mega-kosmicki-harmonizator,yes,mega-kosmicki-harmonizator-route.test.ts
mega-kvantni-oscilator,GET,mega-kvantni-oscilator,yes,mega-kvantni-oscilator-route.test.ts
mega-kvazarni-akcelerator,GET,mega-kvazarni-akcelerator,yes,mega-kvazarni-akcelerator-route.test.ts
mega-kvazarni-defragmentator,GET,mega-kvazarni-defragmentator,yes,mega-kvazarni-defragmentator-route.test.ts
mega-neural-fabric-status,GET,mega-neural-fabric-status,yes,mega-neural-fabric-status-route.test.ts
mega-neutrinoski-generator,GET,mega-neutrinoski-generator,yes,mega-neutrinoski-generator-route.test.ts
mega-neutronski-imploder,GET,mega-neutronski-imploder,yes,mega-neutronski-imploder-route.test.ts
mega-neutronski-sintetizator,GET,mega-neutronski-sintetizator,yes,mega-neutronski-sintetizator-route.test.ts
mega-status,GET,mega-status,yes,mega-status-route.test.ts
mega-subatomski-rezonator,GET,mega-subatomski-rezonator,yes,mega-subatomski-rezonator-route.test.ts
mega-tachionski-stabilizator,GET,mega-tachionski-stabilizator,yes,mega-tachionski-stabilizator-route.test.ts
mega-telemetrija-pregled,GET,mega-telemetrija-pregled,yes,mega-telemetrija-pregled-route.test.ts
mega-temporalni-katalizator,GET,mega-temporalni-katalizator,yes,mega-temporalni-katalizator-route.test.ts
mega-temporalni-navigacioni-sistem,GET,mega-temporalni-navigacioni-sistem,yes,mega-temporalni-navigacioni-sistem-route.test.ts
mega-temporalni-oscilator,GET,mega-temporalni-oscilator,yes,mega-temporalni-oscilator-route.test.ts
menjacnica,GET,menjacnica,yes,menjacnica-route.test.ts
menjacnica-banka-integracija,GET,menjacnica-banka-integracija,yes,menjacnica-banka-integracija-route.test.ts
menjacnica-edukacija,GET,menjacnica-edukacija,yes,menjacnica-edukacija-route.test.ts
menjacnica-novcanik,GET,menjacnica-novcanik,yes,menjacnica-novcanik-route.test.ts
menjacnica-novcanik/orderbook,GET,menjacnica-novcanik,yes,menjacnica-novcanik-orderbook-route.test.ts
menjacnica-novcanik/portfolio,GET,menjacnica-novcanik,yes,menjacnica-novcanik-portfolio-route.test.ts
menjacnica-novcanik/settlement-status,GET,menjacnica-novcanik,yes,menjacnica-novcanik-settlement-status-route.test.ts
menjacnica-novcanik/trades,GET,menjacnica-novcanik,yes,menjacnica-novcanik-trades-route.test.ts
menjacnica-novcenik,GET,menjacnica-novcenik,yes,menjacnica-novcenik-route.test.ts
menjacnica-trading-platforma,GET,menjacnica-trading-platforma,yes,menjacnica-trading-platforma-route.test.ts
menjacnica-usluge-planovi,GET,menjacnica-usluge-planovi,yes,menjacnica-usluge-planovi-route.test.ts
menjacnica/orders,GET|POST,menjacnica,yes,menjacnica-orders-route.test.ts
menjacnica/orders/[id],DELETE|GET,menjacnica,yes,menjacnica-orders-[id]-route.test.ts
menjacnica/quote,POST,menjacnica,yes,menjacnica-quote-route.test.ts
menjacnica/spaja-btc,GET,menjacnica,yes,menjacnica-spaja-btc-route.test.ts
menjacnica/tickers,GET,menjacnica,yes,menjacnica-tickers-route.test.ts
metrics,GET,metrics,yes,metrics-route.test.ts
milestones,GET,milestones,yes,milestones-route.test.ts
mobilna-mreza,GET,mobilna-mreza,yes,mobilna-mreza-route.test.ts
mobilna-mreza-pregled,GET,mobilna-mreza-pregled,yes,mobilna-mreza-pregled-route.test.ts
mobilna-mreza-status,GET,mobilna-mreza-status,yes,mobilna-mreza-status-route.test.ts
mobilna-statistika,GET,mobilna-statistika,yes,mobilna-statistika-route.test.ts
mozak-logika,GET,mozak-logika,yes,mozak-logika-route.test.ts
navigacija,GET,navigacija,yes,navigacija-route.test.ts
navigation-info,GET,navigation-info,yes,navigation-info-route.test.ts
neuronska-fuzija-pregled,GET,neuronska-fuzija-pregled,yes,neuronska-fuzija-pregled-route.test.ts
novcanik/accounts,GET,novcanik,yes,novcanik-accounts-route.test.ts
novcanik/balance,GET,novcanik,yes,novcanik-balance-route.test.ts
novcanik/deposit,POST,novcanik,yes,novcanik-deposit-route.test.ts
novcanik/ledger,GET,novcanik,yes,novcanik-ledger-route.test.ts
novcanik/transfer,POST,novcanik,yes,novcanik-transfer-route.test.ts
novcanik/withdraw,POST,novcanik,yes,novcanik-withdraw-route.test.ts
oktavne-eksponencijalne-funkcije,GET,oktavne-eksponencijalne-funkcije,yes,oktavne-eksponencijalne-funkcije-route.test.ts
oktavne-eksponencijalne-funkcije-pregled,GET,oktavne-eksponencijalne-funkcije-pregled,yes,oktavne-eksponencijalne-funkcije-pregled-route.test.ts
oktavne-eksponencijalne-funkcije-status,GET,oktavne-eksponencijalne-funkcije-status,yes,oktavne-eksponencijalne-funkcije-status-route.test.ts
oktavni-figuracioni-centar,GET,oktavni-figuracioni-centar,yes,oktavni-figuracioni-centar-route.test.ts
oktavni-figuracioni-centar-status,GET,oktavni-figuracioni-centar-status,yes,oktavni-figuracioni-centar-status-route.test.ts
oktavni-monolog,GET,oktavni-monolog,yes,oktavni-monolog-route.test.ts
oktavni-monolog-status,GET,oktavni-monolog-status,yes,oktavni-monolog-status-route.test.ts
omega-ai,GET,omega-ai,yes,omega-ai-route.test.ts
omega-ai-maksimalni-suport,GET,omega-ai-maksimalni-suport,yes,omega-ai-maksimalni-suport-route.test.ts
omega-ai-maksimalni-suport-pregled,GET,omega-ai-maksimalni-suport-pregled,yes,omega-ai-maksimalni-suport-pregled-route.test.ts
omega-ai-maksimalni-suport-status,GET,omega-ai-maksimalni-suport-status,yes,omega-ai-maksimalni-suport-status-route.test.ts
omega-ai-maksimalni-suport-telefoni,GET,omega-ai-maksimalni-suport-telefoni,yes,omega-ai-maksimalni-suport-telefoni-route.test.ts
omega-ai-oktave,GET,omega-ai-oktave,yes,omega-ai-oktave-route.test.ts
omega-ai-pregled,GET,omega-ai-pregled,yes,omega-ai-pregled-route.test.ts
omega-ai-raspodela,GET,omega-ai-raspodela,yes,omega-ai-raspodela-route.test.ts
omega-ai-raspodela-kompatibilnost,GET,omega-ai-raspodela-kompatibilnost,yes,omega-ai-raspodela-kompatibilnost-route.test.ts
omega-ai-raspodela-radno-vreme,GET,omega-ai-raspodela-radno-vreme,yes,omega-ai-raspodela-radno-vreme-route.test.ts
omega-ai-raspodela-sektori,GET,omega-ai-raspodela-sektori,yes,omega-ai-raspodela-sektori-route.test.ts
omega-ai-raspodela-statistika,GET,omega-ai-raspodela-statistika,yes,omega-ai-raspodela-statistika-route.test.ts
omega-ai-status,GET,omega-ai-status,yes,omega-ai-status-route.test.ts
omega-ai-suport-mejlovi,GET,omega-ai-suport-mejlovi,yes,omega-ai-suport-mejlovi-route.test.ts
omega-ai-suport-mejlovi-departmani,GET,omega-ai-suport-mejlovi-departmani,yes,omega-ai-suport-mejlovi-departmani-route.test.ts
omega-ai-suport-mejlovi-kontakt,GET,omega-ai-suport-mejlovi-kontakt,yes,omega-ai-suport-mejlovi-kontakt-route.test.ts
omega-ai-suport-mejlovi-pregled,GET,omega-ai-suport-mejlovi-pregled,yes,omega-ai-suport-mejlovi-pregled-route.test.ts
omega-ai-suport-mejlovi-status,GET,omega-ai-suport-mejlovi-status,yes,omega-ai-suport-mejlovi-status-route.test.ts
omega-biofotonski-transmuter,GET,omega-biofotonski-transmuter,yes,omega-biofotonski-transmuter-route.test.ts
omega-bionicka-sinaptika,GET,omega-bionicka-sinaptika,yes,omega-bionicka-sinaptika-route.test.ts
omega-dimensionalni-tkac,GET,omega-dimensionalni-tkac,yes,omega-dimensionalni-tkac-route.test.ts
omega-dimenzionalni-katalizator,GET,omega-dimenzionalni-katalizator,yes,omega-dimenzionalni-katalizator-route.test.ts
omega-dimenzionalni-stabilizator,GET,omega-dimenzionalni-stabilizator,yes,omega-dimenzionalni-stabilizator-route.test.ts
omega-dispatch-status,GET,omega-dispatch-status,yes,omega-dispatch-status-route.test.ts
omega-entropijski-invertor,GET,omega-entropijski-invertor,yes,omega-entropijski-invertor-route.test.ts
omega-evolucija-mapa,GET,omega-evolucija-mapa,yes,omega-evolucija-mapa-route.test.ts
omega-fotonski-dekompozitor,GET,omega-fotonski-dekompozitor,yes,omega-fotonski-dekompozitor-route.test.ts
omega-gravitacija,GET,omega-gravitacija,yes,omega-gravitacija-route.test.ts
omega-gravitacioni-amplifikator,GET,omega-gravitacioni-amplifikator,yes,omega-gravitacioni-amplifikator-route.test.ts
omega-gravitacioni-sinhronizator,GET,omega-gravitacioni-sinhronizator,yes,omega-gravitacioni-sinhronizator-route.test.ts
omega-gravitacioni-tkac,GET,omega-gravitacioni-tkac,yes,omega-gravitacioni-tkac-route.test.ts
omega-gravitonski-modulizator,GET,omega-gravitonski-modulizator,yes,omega-gravitonski-modulizator-route.test.ts
omega-hiperdimenzionalni-oscilator,GET,omega-hiperdimenzionalni-oscilator,yes,omega-hiperdimenzionalni-oscilator-route.test.ts
omega-holografski-memorija,GET,omega-holografski-memorija,yes,omega-holografski-memorija-route.test.ts
omega-kosmicki-navigator,GET,omega-kosmicki-navigator,yes,omega-kosmicki-navigator-route.test.ts
omega-krionski-stabilizator,GET,omega-krionski-stabilizator,yes,omega-krionski-stabilizator-route.test.ts
omega-kristalni-rezonator,GET,omega-kristalni-rezonator,yes,omega-kristalni-rezonator-route.test.ts
omega-kronotopski-navigator,GET,omega-kronotopski-navigator,yes,omega-kronotopski-navigator-route.test.ts
omega-kvantna-entropija,GET,omega-kvantna-entropija,yes,omega-kvantna-entropija-route.test.ts
omega-kvantna-simulacija,GET,omega-kvantna-simulacija,yes,omega-kvantna-simulacija-route.test.ts
omega-kvantni-deflektor,GET,omega-kvantni-deflektor,yes,omega-kvantni-deflektor-route.test.ts
omega-kvantni-destilator,GET,omega-kvantni-destilator,yes,omega-kvantni-destilator-route.test.ts
omega-kvantni-stabilizator,GET,omega-kvantni-stabilizator,yes,omega-kvantni-stabilizator-route.test.ts
omega-kvantni-teleporter,GET,omega-kvantni-teleporter,yes,omega-kvantni-teleporter-route.test.ts
omega-kvazarni-emiter,GET,omega-kvazarni-emiter,yes,omega-kvazarni-emiter-route.test.ts
omega-monolog-laucentricni-projektor,GET,omega-monolog-laucentricni-projektor,yes,omega-monolog-laucentricni-projektor-route.test.ts
omega-monolog-sirena-rezonator,GET,omega-monolog-sirena-rezonator,yes,omega-monolog-sirena-rezonator-route.test.ts
omega-neuronska-evolucija,GET,omega-neuronska-evolucija,yes,omega-neuronska-evolucija-route.test.ts
omega-neuronska-mreza,GET,omega-neuronska-mreza,yes,omega-neuronska-mreza-route.test.ts
omega-neutronski-osciloskop,GET,omega-neutronski-osciloskop,yes,omega-neutronski-osciloskop-route.test.ts
omega-plasmatski-kondenzator,GET,omega-plasmatski-kondenzator,yes,omega-plasmatski-kondenzator-route.test.ts
omega-plazma-fuzijski-reaktor,GET,omega-plazma-fuzijski-reaktor,yes,omega-plazma-fuzijski-reaktor-route.test.ts
omega-plazmatski-deflektor,GET,omega-plazmatski-deflektor,yes,omega-plazmatski-deflektor-route.test.ts
omega-plazmatski-rezonator,GET,omega-plazmatski-rezonator,yes,omega-plazmatski-rezonator-route.test.ts
omega-plazmeni-kondenzator,GET,omega-plazmeni-kondenzator,yes,omega-plazmeni-kondenzator-route.test.ts
omega-plazmoidni-katalizator,GET,omega-plazmoidni-katalizator,yes,omega-plazmoidni-katalizator-route.test.ts
omega-plazmoidni-refraktor,GET,omega-plazmoidni-refraktor,yes,omega-plazmoidni-refraktor-route.test.ts
omega-plazmonski-defragmentator,GET,omega-plazmonski-defragmentator,yes,omega-plazmonski-defragmentator-route.test.ts
omega-projekat-ekosistem,GET,omega-projekat-ekosistem,yes,omega-projekat-ekosistem-route.test.ts
omega-projekat-ekosistem-status,GET,omega-projekat-ekosistem-status,yes,omega-projekat-ekosistem-status-route.test.ts
omega-projekat-operativni-centar,GET,omega-projekat-operativni-centar,yes,omega-projekat-operativni-centar-route.test.ts
omega-projekat-operativni-centar-status,GET,omega-projekat-operativni-centar-status,yes,omega-projekat-operativni-centar-status-route.test.ts
omega-projekat-plasiranje,GET,omega-projekat-plasiranje,yes,omega-projekat-plasiranje-route.test.ts
omega-projekat-plasiranje-status,GET,omega-projekat-plasiranje-status,yes,omega-projekat-plasiranje-status-route.test.ts
omega-projekat-zvanicno-otvaranje,GET,omega-projekat-zvanicno-otvaranje,yes,omega-projekat-zvanicno-otvaranje-route.test.ts
omega-projekat-zvanicno-otvaranje-status,GET,omega-projekat-zvanicno-otvaranje-status,yes,omega-projekat-zvanicno-otvaranje-status-route.test.ts
omega-singularitetni-kristalizator,GET,omega-singularitetni-kristalizator,yes,omega-singularitetni-kristalizator-route.test.ts
omega-singularitetni-modulator,GET,omega-singularitetni-modulator,yes,omega-singularitetni-modulator-route.test.ts
omega-sinhronizacija,GET,omega-sinhronizacija,yes,omega-sinhronizacija-route.test.ts
omega-subatomski-rezonator,GET,omega-subatomski-rezonator,yes,omega-subatomski-rezonator-route.test.ts
omega-subatomski-transmiter,GET,omega-subatomski-transmiter,yes,omega-subatomski-transmiter-route.test.ts
omega-tachionski-kompenzator,GET,omega-tachionski-kompenzator,yes,omega-tachionski-kompenzator-route.test.ts
omega-tachionski-modulacija,GET,omega-tachionski-modulacija,yes,omega-tachionski-modulacija-route.test.ts
omega-tacionski-kristalizator,GET,omega-tacionski-kristalizator,yes,omega-tacionski-kristalizator-route.test.ts
omega-temporalni-flux,GET,omega-temporalni-flux,yes,omega-temporalni-flux-route.test.ts
omega-temporalni-kompenzator,GET,omega-temporalni-kompenzator,yes,omega-temporalni-kompenzator-route.test.ts
omega-temporalni-kristalizator,GET,omega-temporalni-kristalizator,yes,omega-temporalni-kristalizator-route.test.ts
omega-termofuzijski-ekstraktor,GET,omega-termofuzijski-ekstraktor,yes,omega-termofuzijski-ekstraktor-route.test.ts
omega-torzijski-akcelerator,GET,omega-torzijski-akcelerator,yes,omega-torzijski-akcelerator-route.test.ts
openai-ai-stream,POST,openai-ai-stream,yes,openai-ai-stream-route.test.ts
openai-platforma,GET,openai-platforma,yes,openai-platforma-route.test.ts
openai-platforma-analitika,GET,openai-platforma-analitika,yes,openai-platforma-analitika-route.test.ts
openai-platforma-api-gateway,GET,openai-platforma-api-gateway,yes,openai-platforma-api-gateway-route.test.ts
openai-platforma-api-verzionisanje,GET,openai-platforma-api-verzionisanje,yes,openai-platforma-api-verzionisanje-route.test.ts
openai-platforma-audit-sistem,GET,openai-platforma-audit-sistem,yes,openai-platforma-audit-sistem-route.test.ts
openai-platforma-autentifikacija,GET,openai-platforma-autentifikacija,yes,openai-platforma-autentifikacija-route.test.ts
openai-platforma-auth-provajder,GET,openai-platforma-auth-provajder,yes,openai-platforma-auth-provajder-route.test.ts
openai-platforma-automatizacija,GET,openai-platforma-automatizacija,yes,openai-platforma-automatizacija-route.test.ts
openai-platforma-backup-menadzer,GET,openai-platforma-backup-menadzer,yes,openai-platforma-backup-menadzer-route.test.ts
openai-platforma-backup-sistem,GET,openai-platforma-backup-sistem,yes,openai-platforma-backup-sistem-route.test.ts
openai-platforma-bezbednost,GET,openai-platforma-bezbednost,yes,openai-platforma-bezbednost-route.test.ts
openai-platforma-cache-sistem,GET,openai-platforma-cache-sistem,yes,openai-platforma-cache-sistem-route.test.ts
openai-platforma-capacity-planner,GET,openai-platforma-capacity-planner,yes,openai-platforma-capacity-planner-route.test.ts
openai-platforma-cdn-distributer,GET,openai-platforma-cdn-distributer,yes,openai-platforma-cdn-distributer-route.test.ts
openai-platforma-change-management,GET,openai-platforma-change-management,yes,openai-platforma-change-management-route.test.ts
openai-platforma-chaos-engineering,GET,openai-platforma-chaos-engineering,yes,openai-platforma-chaos-engineering-route.test.ts
